show_id,title,listed_in,description,movie_info
s6541,The L Word,"Romantic TV Shows, TV Dramas",This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,"l word romantic tv shows, tv dramas trailblazing series follows tangled life ever-changing relationship among close-knit group lesbian call los angeles home."
s6542,The Lady in Dignity,"International TV Shows, Korean TV Shows, TV Dramas",The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.,"lady dignity international tv shows, korean tv shows, tv dramas wife corporate heir find luxurious life overturned mysterious woman join household caregiver father-in-law."
s6543,The Lake House,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.","lake house dramas, romantic movies, sci-fi fantasy lonely doctor begin writing letter frustrated architect life former home, discover they're living two year apart."
s6544,The Lamb,"Children & Family Movies, Faith & Spirituality",A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.,"lamb children family movies, faith spirituality big-dreaming donkey escape menial existence befriends free-spirited animal pal imaginative retelling nativity story."
s6545,The Land,"Classic Movies, Dramas, International Movies",A group of peasant farmers fights to protect their village against a corrupt landowner. Adapted from the popular novel by Abdel Rahman al-Sharqawi.,"land classic movies, dramas, international movies group peasant farmer fight protect village corrupt landowner. adapted popular novel abdel rahman al-sharqawi."
s6546,The Land of Cards,"Dramas, Independent Movies, International Movies",A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.,"land cards dramas, independent movies, international movies royal prince arrives island fascist rule inspires rebellion among woman hallucinogenic adaptation classic play."
s6547,The Land of Hypocrisy,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",A hardworking man in a thankless job meets a mysterious doctor who sells him powerful pills that throw his life into disarray.,"land hypocrisy international tv shows, tv comedies, tv sci-fi fantasy hardworking man thankless job meet mysterious doctor sell powerful pill throw life disarray."
s6548,The Land of Steady Habits,"Comedies, Dramas, Independent Movies","After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.","land steady habits comedies, dramas, independent movies leaving wife job find happiness, anders begin clumsy, heartbreaking quest reassemble piece fractured life."
s6549,The Land of the Enlightened,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.","land enlightened documentaries, international movies rugged mountain afghanistan, armed band young boy survive scavenging old land mines, mining lapis lazuli trading opium."
s6550,The Larva Island Movie,"Children & Family Movies, Comedies","In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow.","larva island movie children family movies, comedies movie sequel hit series, chuck return home talk reporter life island zany larva pal red yellow."
s6551,The Last Airbender,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace.","last airbender action adventure, children family movies, sci-fi fantasy world ravaged fire nation's aggression toward peaceful air, water earth nations, young boy hold key restoring peace."
s6552,The Last Bomb of the Second World War,"Dramas, Independent Movies, International Movies",A piece of unexploded ordnance wreaks havoc on the lives of a scrapyard worker whose truck it falls into and an anti-war activist who's hunting for it.,"last bomb second world war dramas, independent movies, international movies piece unexploded ordnance wreaks havoc life scrapyard worker whose truck fall anti-war activist who's hunting it."
s6553,The Last Boy Scout,"Action & Adventure, Comedies",Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,"last boy scout action adventure, comedies private eye joe hallenbeck forced team disgraced quarterback uncover conspiracy politician football team owner."
s6554,The Last Czars,"Docuseries, TV Dramas","When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty.","last czars docuseries, tv dramas social upheaval sweep russia early 20th century, czar nicholas ii resists change, sparking revolution ending dynasty."
s6555,The Last Dance,Docuseries,"This docuseries gives a definitive account of Michael Jordan’s career and the 1990s Chicago Bulls, packed with unaired footage from the 1997-98 season.","last dance docuseries docuseries give definitive account michael jordan’s career 1990s chicago bulls, packed unaired footage 1997-98 season."
s6556,The Last Days of American Crime,"Action & Adventure, Dramas, Independent Movies","A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior.","last days american crime action adventure, dramas, independent movies bank robber join plot commit one final, historic heist government turn mind-altering signal end criminal behavior."
